Accession,Organism_Name,GenBank_RefSeq,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Surveillance_Sampling,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject
OY407015,Severe acute respiratory syndrome coronavirus 2,GenBank,,"Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw",,22-07-2023,BA.1.17.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29873,complete,,,,United Kingdom:Wales,United Kingdom,,Homo sapiens,,28-12-2021,SAMEA113225182,PRJEB37886
OV522017,Severe acute respiratory syndrome coronavirus 2,GenBank,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,17-01-2022,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29798,partial,,,,Germany:Europe/Germany/Hamburg,Germany,,Homo sapiens,,05-12-2021,SAMEA11215288,PRJEB44987
OY004056,Severe acute respiratory syndrome coronavirus 2,GenBank,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,22-06-2023,BA.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29736,partial,,,,Germany:Europe/Germany/Bavaria,Germany,,Homo sapiens,,29-05-2022,SAMEA113716128,PRJEB44987
OX808554,Severe acute respiratory syndrome coronavirus 2,GenBank,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,19-06-2023,BA.1.17.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29778,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,30-12-2021,SAMEA113078840,PRJEB37886
OM367350,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,24-01-2022,BA.1.18,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,NJ-CDC-LC0471426,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29750,complete,,,,USA: New Jersey,USA,NJ,Homo sapiens,oronasopharynx,04-01-2022,SAMN25140970,PRJNA716984
MZ897012,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,25-08-2021,AY.39,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-FG-074337,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29809,partial,,,,USA: California,USA,CA,Homo sapiens,oronasopharynx,10-08-2021,SAMN20935563,PRJNA731152
OW108263,Severe acute respiratory syndrome coronavirus 2,GenBank,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,09-03-2022,BA.1.17,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29873,complete,,,,United Kingdom:Northern_Ireland,United Kingdom,,Homo sapiens,,28-12-2021,SAMEA12699756,PRJEB37886
MZ297977,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Tugwell,M.S., Moon,L., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,26-05-2021,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,CO-CDC-MMB08659060,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29782,complete,,,,USA: Colorado,USA,CO,Homo sapiens,oronasopharynx,05-05-2021,SAMN20247775,PRJNA738870
PP143583,Severe acute respiratory syndrome coronavirus 2,GenBank,"Andersen,K.","The Scripps Research Institute, Immunology and Microbiology",USA,17-01-2024,AY.122,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,SEARCH-54375,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29833,complete,,,,USA,USA,,Homo sapiens,,22-09-2021,SAMN35806786,PRJNA612578
OV506318,Severe acute respiratory syndrome coronavirus 2,GenBank,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,14-01-2022,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,10-12-2021,SAMEA11972985,PRJEB37886
OL495347,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Bixby,C., Wang,Y., Schultz,J., Goswami,C., Hager,R., Grimwood,R., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,17-11-2021,AY.103,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,MN-CDC-IBX751010024031,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29823,partial,,,,USA: Minnesota,USA,MN,Homo sapiens,oronasopharynx,01-11-2021,SAMN23195724,PRJNA731149
OL809469,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,10-12-2021,AY.113,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-LC0404894,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29703,complete,,,,USA: California,USA,CA,Homo sapiens,oronasopharynx,24-11-2021,SAMN23846099,PRJNA716984
OD950500,Severe acute respiratory syndrome coronavirus 2,GenBank,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,29-04-2021,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,complete,,,,United Kingdom:Scotland,United Kingdom,,Homo sapiens,,23-01-2021,SAMEA7988843,PRJEB37886
OU234248,Severe acute respiratory syndrome coronavirus 2,GenBank,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,25-06-2021,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29884,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,29-03-2021,SAMEA8545264,PRJEB37886
OL727896,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,06-12-2021,AY.103,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,MI-CDC-STM-EDWN9PVP8,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29892,partial,,,,USA: Michigan,USA,MI,Homo sapiens,oronasopharynx,17-11-2021,SAMN23612195,PRJNA720050
OX553478,Severe acute respiratory syndrome coronavirus 2,GenBank,,"Public Health Wales Microbiology Cardiff, University Hospital Wales Cardiff Wales Cf14 4Xw",,04-05-2023,AY.5,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,24-06-2021,SAMEA9413623,PRJEB37886
OW965985,Severe acute respiratory syndrome coronavirus 2,GenBank,"Danish Covid-19 Genome,Consortium.","Artillerivej 5, 2300 Copenhagen S",Denmark,19-05-2022,BA.2.9,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29861,partial,,,,Denmark:Midtjylland,Denmark,,Homo sapiens,,31-01-2022,SAMEA14407235,PRJEB49401
PP429819,Severe acute respiratory syndrome coronavirus 2,GenBank,"Sharp,A.M.P., Mattingly,H., Villines,A., Ni,R., Taylor,T.","Oklahoma Department of Health, Public Health Lab- Molecular",USA,04-03-2024,JG.3,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,OKPHL0028531,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29828,partial,,,,"USA: Oklahoma, Sparks",USA,OK,Homo sapiens,,24-01-2024,,
OL327793,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,02-11-2021,AY.103,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,NY-CDC-LC0332202,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29795,partial,,,,USA: New York,USA,NY,Homo sapiens,oronasopharynx,13-10-2021,SAMN22741804,PRJNA716984
OQ331898,Severe acute respiratory syndrome coronavirus 2,GenBank,"Finkielstein,C.","Fralin Biomedical Research Institute, VT-Molecular Diagnostics Laboratory",USA,26-01-2023,BQ.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,VA-VTVAS3-GSC41271,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29646,partial,,,,USA: Virginia,USA,VA,Homo sapiens,,28-12-2022,,
OU912425,Severe acute respiratory syndrome coronavirus 2,GenBank,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,28-10-2021,AY.46.5,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,United Kingdom:Scotland,United Kingdom,,Homo sapiens,,14-10-2021,SAMEA10451063,PRJEB37886
OX876380,Severe acute respiratory syndrome coronavirus 2,GenBank,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,19-06-2023,BA.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29882,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,08-02-2022,SAMEA113487813,PRJEB37886
OM150227,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Tugwell,M., Moon,L., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,06-01-2022,AY.33,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,CO-CDC-MMB12039071,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29787,complete,,,,USA: Colorado,USA,CO,Homo sapiens,oronasopharynx,07-12-2021,SAMN24665043,PRJNA738870
OQ259053,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,17-01-2023,BQ.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,NJ-CDC-LC0984488,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29657,complete,,,,USA: New Jersey,USA,NJ,Homo sapiens,oronasopharynx,06-01-2023,SAMN32760858,PRJNA716984
OX882769,Severe acute respiratory syndrome coronavirus 2,GenBank,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,19-06-2023,B.1.617.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29897,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,17-08-2021,SAMEA10129447,PRJEB37886
OX305416,Severe acute respiratory syndrome coronavirus 2,GenBank,"Melsted,P., Jonsson,H.","DECODE GENETICS, St",Iceland,29-08-2022,BA.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,complete,,,,Iceland,Iceland,,Homo sapiens,,24-12-2021,SAMEA110712915,PRJEB44803
OX845628,Severe acute respiratory syndrome coronavirus 2,GenBank,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,19-06-2023,BA.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29867,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,23-01-2022,SAMEA113466535,PRJEB37886
OX315383,Severe acute respiratory syndrome coronavirus 2,GenBank,"Melsted,P., Jonsson,H.","DECODE GENETICS, St",Iceland,04-09-2022,AY.4.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,complete,,,,Iceland,Iceland,,Homo sapiens,,10-12-2021,SAMEA110710117,PRJEB44803
OM992995,Severe acute respiratory syndrome coronavirus 2,GenBank,"Bankers,L., Hetherington-Rauth,M.C., Ir,D., Alexandria,R., Michael,M.A., Waters,M., Smith,A., Matzinger,S.R., Travanty,E.A.","CDPHE SARS-CoV-2 submissions, Department of Microbiology",USA,15-03-2022,BA.1.15,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,CO-CDPHE-2102668865,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29646,partial,,,,USA,USA,,Homo sapiens,,09-01-2022,SAMN26546313,
OL737217,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,06-12-2021,AY.44,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,VA-CDC-LC0393816,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),28472,partial,,,,USA: Virginia,USA,VA,Homo sapiens,oronasopharynx,16-11-2021,SAMN23596823,PRJNA716984
OU120541,Severe acute respiratory syndrome coronavirus 2,GenBank,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,09-06-2021,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29828,partial,,,,Germany:Europe/Germany,Germany,,Homo sapiens,,03-04-2021,SAMEA8847707,PRJEB44987
OM443993,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,31-01-2022,BA.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-FG-247040,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29795,partial,,,,USA: California,USA,CA,Homo sapiens,oronasopharynx,22-01-2022,SAMN25511254,PRJNA731152
OK046568,Severe acute respiratory syndrome coronavirus 2,GenBank,"Gohl,D.M., Garbe,J., Kuriger-Laber,J., Dirkx,C.","University of Minnesota Genomics Center, Academic Health Center",USA,07-09-2021,AY.3,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,MN-UMGC-8613,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29478,partial,,,,USA: Minnesota,USA,MN,Homo sapiens,,08-08-2021,,
OX928676,Severe acute respiratory syndrome coronavirus 2,GenBank,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,21-06-2023,BA.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29882,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,14-02-2022,SAMEA113136565,PRJEB37886
OY891603,Severe acute respiratory syndrome coronavirus 2,GenBank,,"Northumbria University, Newcastle upon Tyne, NE1 8SB, UK / The James Cook University Hospital, Middlesbrough TS4 3BW / Cumberland Infirmary, Newtown Road, Carlisle, Cumbria, CA2 7HY / University Hospital of North Tees, Hardwick Road, Stockton on Tees, Cleveland, TS19 8PE / The Newcastle upon Tyne Hospitals NHS Foundation Trust, Freeman Hospital, Freeman Road, High Heaton, Newcastle upon Tyne Ne7 7Dn",,06-12-2023,BA.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29873,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,01-01-2022,SAMEA12644498,PRJEB37886
OL940406,Severe acute respiratory syndrome coronavirus 2,GenBank,"Bankers,L., Hetherington-Rauth,M.C., Ir,D., Alexandria,R., Michael,M.A., Waters,M., Smith,A., Matzinger,S.R., Totten,S.E., Travanty,E.A.","CDPHE SARS-CoV-2 submissions, Department of Microbiology",USA,20-12-2021,AY.103,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,CO-CDPHE-2101937456,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29781,partial,,,,USA,USA,,Homo sapiens,,30-09-2021,SAMN23790250,
